lengths,depth,concrete_strength,steel_strength,width,reinforcement_ratio,area,volume,mass,weight,load,max_moment_due_to_selfweight,shear_load_due_to_selfweight,area_concrete,area_steel,x/d,ultimate_bending_moment_concrete,ultimate_bending_moment_steel,Warehouse,IDs
3.4,0.4,16730000.9,361387170.6,0.4,0.8,0.1,0.5,1221.9,11986.7,31182.0,13224.1,15591.0,0.1,0.0012,0.4,101680.3,29212149.9,Warehouse_6,ID_23891
3.6,0.4,16729999.8,462497616.5,0.5,2.9,0.2,0.6,1649.9,16185.6,36850.6,16453.7,18425.3,0.2,0.0052,1.8,135225.7,19081844.3,Warehouse_1,ID_23900
3.8,0.4,16730000.2,254511416.2,0.3,3.4,0.1,0.4,1121.4,11001.2,29851.6,14132.1,14925.8,0.1,0.0039,1.2,88417.3,35717348.4,Warehouse_7,ID_23904
3.2,0.3,16730000.3,598009271.0,0.5,2.1,0.1,0.4,1007.6,9885.0,28344.7,11408.2,14172.4,0.1,0.0027,2.0,48420.4,3133901.5,Warehouse_8,ID_23922
4.4,0.4,16730000.3,318550736.3,0.3,1.9,0.1,0.5,1291.0,12664.9,32097.6,17504.4,16048.8,0.1,0.0023,0.8,86308.6,36759778.9,Warehouse_2,ID_23926
3.8,0.4,16730000.7,329455960.7,0.4,2.8,0.2,0.6,1502.6,14740.9,34900.2,16361.0,17450.1,0.2,0.0044,1.2,121229.4,47792463.9,Warehouse_1,ID_23929
4.3,0.4,16729999.9,387024941.6,0.4,3.0,0.2,0.7,1783.7,17498.4,38622.8,20675.0,19311.4,0.2,0.0049,1.6,108511.2,31455915.4,Warehouse_6,ID_23942
5.4,0.4,16730000.2,303417883.9,0.4,3.2,0.1,0.7,1892.8,18568.3,40067.3,27216.8,20033.6,0.1,0.0043,1.3,95025.5,38442262.8,Warehouse_1,ID_23943
4.6,0.5,16730000.7,355375620.3,0.3,1.9,0.1,0.7,1723.1,16903.8,37820.1,21720.5,18910.1,0.1,0.0029,0.9,142283.2,49282592.4,Warehouse_5,ID_23948
4.2,0.4,16730000.7,297418308.6,0.4,2.5,0.2,0.7,1862.4,18270.0,39664.4,20958.3,19832.2,0.2,0.0043,1.0,139188.0,56385833.1,Warehouse_3,ID_23951
4.3,0.4,16730001.1,288711815.2,0.3,1.8,0.1,0.5,1373.2,13470.8,33185.6,17804.0,16592.8,0.1,0.0023,0.7,101759.1,37771258.3,Warehouse_2,ID_23961
4.2,0.4,16730000.2,322920177.5,0.5,2.9,0.2,0.8,1951.1,19140.6,40839.8,21608.1,20419.9,0.2,0.0053,1.3,135599.2,53249781.7,Warehouse_6,ID_23978
3.7,0.4,16729999.5,500897959.8,0.3,1.9,0.1,0.4,935.6,9178.5,27391.0,12742.8,13695.5,0.1,0.0019,1.3,75527.2,29664788.2,Warehouse_4,ID_23991
4.7,0.4,16729998.3,344847821.2,0.3,2.0,0.1,0.6,1508.0,14793.4,34971.1,20373.9,17485.5,0.1,0.0026,0.9,105586.1,41694726.3,Warehouse_5,ID_23993
4.1,0.4,16729998.6,240332223.2,0.4,0.5,0.2,0.7,1694.3,16620.7,37437.9,19356.1,18719.0,0.2,0.0009,0.2,143936.7,16591464.7,Warehouse_2,ID_24007
3.2,0.4,16730000.2,302857086.9,0.5,4.0,0.2,0.5,1370.5,13444.6,33150.3,13187.7,16575.1,0.2,0.0066,1.7,105292.5,27737827.9,Warehouse_8,ID_24011
5.6,0.5,16729999.7,473498589.7,0.3,0.2,0.2,0.9,2185.2,21437.1,43940.1,30708.8,21970.1,0.2,0.0004,0.1,168403.4,14852811.1,Warehouse_4,ID_24036
5.0,0.5,16730000.5,359537775.7,0.5,2.0,0.2,1.2,2950.8,28947.6,54079.2,33945.1,27039.6,0.2,0.0047,0.9,245672.0,78332296.7,Warehouse_3,ID_24041
4.1,0.3,16729999.9,476204277.7,0.3,0.6,0.1,0.4,889.1,8722.3,26775.1,13655.8,13387.5,0.1,0.0006,0.4,55295.0,18253693.1,Warehouse_3,ID_24056
4.5,0.4,16729999.8,384694613.9,0.3,1.7,0.1,0.6,1393.7,13672.6,33458.0,18827.2,16729.0,0.1,0.0021,0.9,99262.4,39770495.5,Warehouse_1,ID_24057
3.8,0.4,16729999.5,436051559.3,0.5,0.3,0.2,0.7,1720.8,16881.1,37789.5,17915.0,18894.8,0.2,0.0005,0.2,133649.7,17462756.8,Warehouse_1,ID_24064
3.4,0.4,16729999.7,391447956.3,0.3,2.1,0.1,0.4,999.9,9808.6,28241.6,11925.7,14120.8,0.1,0.0024,1.1,81356.5,36967754.8,Warehouse_2,ID_24087
5.4,0.4,16730000.2,273243492.8,0.4,3.8,0.2,0.9,2366.2,23212.9,46337.4,31231.4,23168.7,0.2,0.0064,1.4,127754.1,44870793.3,Warehouse_7,ID_24089
4.8,0.5,16730001.0,284184611.8,0.5,2.5,0.2,1.1,2703.5,26521.6,50804.2,30191.4,25402.1,0.2,0.0055,0.9,227085.6,74523793.6,Warehouse_6,ID_24101
4.2,0.4,16729999.8,438538827.9,0.4,1.9,0.2,0.7,1741.3,17082.6,38061.5,19860.4,19030.7,0.2,0.0032,1.1,122948.4,52554443.4,Warehouse_4,ID_24117
4.1,0.4,16730000.5,372201337.4,0.3,2.6,0.1,0.5,1369.7,13436.3,33139.0,16851.8,16569.5,0.1,0.0035,1.3,98284.8,37841941.6,Warehouse_4,ID_24127
4.5,0.4,16729999.8,476707431.2,0.4,1.1,0.2,0.7,1667.0,16353.1,37076.6,20774.5,18538.3,0.1,0.0017,0.7,118712.7,44629162.2,Warehouse_6,ID_24140
4.3,0.4,16730002.1,357020206.2,0.4,0.4,0.2,0.8,1973.0,19354.9,41129.1,22283.3,20564.6,0.2,0.0008,0.2,155624.1,22042958.5,Warehouse_7,ID_24151
3.6,0.3,16730000.2,436952469.8,0.4,2.0,0.1,0.4,998.7,9797.1,28226.1,12628.1,14113.1,0.1,0.0022,1.3,53516.8,31064967.3,Warehouse_2,ID_24157
4.2,0.4,16729998.9,263655731.6,0.4,2.1,0.2,0.7,1701.2,16688.3,37529.2,19658.7,18764.6,0.2,0.0033,0.7,130206.2,48650465.9,Warehouse_3,ID_24169
3.2,0.4,16730000.2,345365210.7,0.3,2.4,0.1,0.4,999.5,9805.2,28237.1,11322.9,14118.5,0.1,0.0029,1.1,78742.6,37933376.9,Warehouse_6,ID_24170
3.6,0.4,16729999.2,389380560.2,0.4,1.3,0.1,0.5,1267.5,12433.9,31785.8,14313.1,15892.9,0.1,0.0018,0.7,94525.3,40093394.9,Warehouse_4,ID_24184
4.1,0.4,16729999.7,243654267.5,0.3,3.3,0.1,0.5,1255.2,12313.2,31622.9,16043.5,15811.4,0.1,0.0039,1.1,89364.8,38211246.0,Warehouse_3,ID_24215
4.1,0.4,16730000.7,306308585.7,0.5,1.8,0.2,0.8,1981.9,19442.5,41247.4,21034.0,20623.7,0.2,0.0035,0.8,146192.6,58615551.1,Warehouse_6,ID_24228
4.5,0.4,16730000.2,500160689.7,0.3,2.8,0.1,0.5,1370.7,13446.7,33153.0,18579.8,16576.5,0.1,0.0033,1.9,91183.1,9968969.9,Warehouse_3,ID_24234
3.8,0.4,16730000.0,422887927.5,0.5,1.1,0.2,0.7,1829.3,17945.2,39226.1,18862.6,19613.0,0.2,0.0021,0.6,145345.4,53489055.2,Warehouse_4,ID_24235
4.3,0.4,16729999.9,405414509.8,0.3,2.1,0.1,0.5,1301.5,12767.8,32236.6,17521.5,16118.3,0.1,0.0025,1.1,88858.7,37617009.0,Warehouse_4,ID_24244
4.9,0.4,16730000.1,265244135.5,0.4,1.4,0.2,0.8,1921.1,18846.5,40442.7,24815.2,20221.4,0.2,0.0022,0.5,115310.1,38511353.2,Warehouse_5,ID_24247
4.2,0.3,16729999.8,472335029.3,0.3,1.4,0.1,0.4,1072.2,10518.5,29200.0,15496.8,14600.0,0.1,0.0014,1.0,49252.2,30381103.9,Warehouse_5,ID_24253
4.9,0.5,16730000.2,507701877.1,0.4,2.9,0.2,1.0,2430.2,23840.7,47185.0,29155.3,23592.5,0.2,0.0056,1.9,194156.1,10939268.3,Warehouse_8,ID_24264
3.5,0.4,16730000.2,374959516.7,0.3,2.5,0.1,0.5,1192.1,11694.5,30787.6,13526.7,15393.8,0.1,0.0033,1.3,98939.8,40137350.6,Warehouse_3,ID_24266
4.5,0.5,16730000.3,382098148.7,0.4,2.9,0.2,0.9,2187.1,21455.5,43964.9,24837.6,21982.4,0.2,0.0055,1.5,176738.6,49896112.6,Warehouse_8,ID_24267
3.2,0.4,16729999.6,337640619.5,0.4,0.5,0.1,0.4,1085.2,10645.5,29371.4,11791.5,14685.7,0.1,0.0007,0.2,88874.7,17218383.5,Warehouse_8,ID_24268
4.3,0.4,16730000.6,444420691.8,0.3,3.0,0.1,0.5,1310.9,12859.9,32360.8,17454.0,16180.4,0.1,0.0035,1.8,86035.7,14309606.6,Warehouse_5,ID_24309
4.3,0.4,16730000.2,335701509.4,0.3,1.3,0.1,0.5,1223.7,12004.2,31205.7,16775.0,15602.9,0.1,0.0015,0.6,74824.8,30527347.8,Warehouse_6,ID_24315
3.0,0.3,16729999.9,296919897.8,0.3,3.9,0.1,0.3,657.8,6452.6,23711.1,8888.4,11855.5,0.1,0.0033,1.7,46627.0,14495248.7,Warehouse_7,ID_24334
2.8,0.3,16730000.3,520618330.9,0.3,2.1,0.1,0.2,594.6,5833.0,22874.6,8019.4,11437.3,0.1,0.0017,1.5,49130.3,19303629.5,Warehouse_6,ID_24340
4.1,0.4,16730000.2,331202693.6,0.3,1.9,0.1,0.6,1524.2,14952.5,35185.8,18230.0,17592.9,0.1,0.0028,0.9,121523.9,46819469.1,Warehouse_6,ID_24351
3.9,0.4,16729999.4,329590085.2,0.4,4.0,0.1,0.6,1502.4,14738.6,34897.0,17053.5,17448.5,0.1,0.0058,1.8,117282.3,20518669.1,Warehouse_8,ID_24366
4.8,0.4,16729999.1,266319604.6,0.5,1.7,0.2,1.0,2447.8,24012.9,47417.4,28604.9,23708.7,0.2,0.0035,0.6,158461.9,56246035.8,Warehouse_4,ID_24376
4.2,0.4,16730001.9,509495875.5,0.3,2.6,0.1,0.5,1154.2,11323.1,30286.1,15900.9,15143.1,0.1,0.0029,1.8,80835.5,11248284.8,Warehouse_6,ID_24377
3.9,0.3,16729999.8,294282998.5,0.3,2.0,0.1,0.3,870.5,8539.2,26527.9,13042.1,13264.0,0.1,0.0018,0.9,41587.3,25759309.2,Warehouse_5,ID_24403
4.2,0.4,16729999.4,268201767.2,0.3,0.3,0.1,0.4,945.8,9277.9,27525.1,14424.7,13762.6,0.1,0.0003,0.1,59874.3,6695196.3,Warehouse_4,ID_24406
5.6,0.5,16729999.5,210045212.5,0.3,1.0,0.2,0.9,2120.0,20797.2,43076.3,30246.7,21538.1,0.2,0.0015,0.3,155678.1,23735716.9,Warehouse_5,ID_24426
3.1,0.3,16730000.4,491949818.3,0.4,2.6,0.1,0.5,1143.9,11221.4,30148.9,11599.9,15074.5,0.1,0.0038,1.8,88210.2,16890478.4,Warehouse_6,ID_24431
4.2,0.4,16730001.2,306067287.6,0.4,1.3,0.2,0.7,1614.9,15841.8,36386.4,19206.3,18193.2,0.2,0.0021,0.5,135128.0,40196131.4,Warehouse_1,ID_24440
3.8,0.4,16730000.4,423813406.9,0.5,1.1,0.2,0.7,1736.8,17038.1,38001.4,18047.4,19000.7,0.2,0.002,0.6,135455.8,50956148.3,Warehouse_1,ID_24444
3.1,0.3,16730000.8,308405647.6,0.3,1.9,0.1,0.3,844.0,8279.5,26177.3,10043.9,13088.6,0.1,0.002,0.8,60919.0,32426306.1,Warehouse_3,ID_24464
4.0,0.3,16730000.4,346424884.5,0.5,3.9,0.2,0.6,1690.5,16584.1,37388.6,18560.5,18694.3,0.2,0.0064,1.9,96649.5,9781482.6,Warehouse_2,ID_24465
4.0,0.4,16730000.0,310859223.3,0.4,1.6,0.1,0.6,1471.4,14434.6,34486.7,17063.9,17243.3,0.1,0.0023,0.6,119859.5,42492789.0,Warehouse_3,ID_24470
5.2,0.4,16730000.8,303644069.8,0.3,3.8,0.1,0.6,1544.6,15152.9,35456.4,22992.4,17728.2,0.1,0.0044,1.6,74292.0,22684599.8,Warehouse_5,ID_24484
3.7,0.4,16729999.5,178436642.5,0.4,1.5,0.2,0.7,1636.5,16053.7,36672.5,17174.8,18336.2,0.2,0.0027,0.4,132436.3,33695907.4,Warehouse_6,ID_24490
4.6,0.4,16730000.9,511142532.0,0.4,0.8,0.2,0.7,1685.8,16537.7,37325.9,21443.6,18662.9,0.1,0.0012,0.5,115507.7,37835904.1,Warehouse_6,ID_24501
5.0,0.4,16730000.2,320876351.1,0.4,1.2,0.1,0.7,1710.1,16776.5,37648.3,23568.7,18824.1,0.1,0.0017,0.5,95182.1,34310818.8,Warehouse_4,ID_24502
4.0,0.4,16729999.0,438585603.4,0.3,2.9,0.1,0.6,1471.0,14430.5,34481.2,17348.5,17240.6,0.1,0.0042,1.7,114919.4,22884157.4,Warehouse_7,ID_24523
4.0,0.4,16729999.7,388246269.2,0.3,2.7,0.1,0.5,1188.2,11656.1,30735.7,15311.2,15367.9,0.1,0.0031,1.4,84682.9,31046312.2,Warehouse_6,ID_24548
3.8,0.4,16730000.5,265525933.5,0.3,0.4,0.1,0.4,889.1,8722.3,26775.1,12859.0,13387.5,0.1,0.0004,0.1,65059.2,8222124.1,Warehouse_4,ID_24580
3.7,0.4,16730001.2,238247311.1,0.3,1.0,0.1,0.4,1063.3,10430.9,29081.8,13285.4,14540.9,0.1,0.0012,0.3,91158.6,20496292.0,Warehouse_8,ID_24605
4.5,0.5,16729999.8,481823051.2,0.3,2.1,0.1,0.6,1456.4,14287.2,34287.7,19498.4,17143.8,0.1,0.0026,1.3,122155.3,38332522.8,Warehouse_5,ID_24615
4.0,0.4,16730001.2,240581170.5,0.4,2.0,0.2,0.6,1558.6,15289.7,35641.1,17709.3,17820.6,0.2,0.0032,0.7,127333.3,44731608.2,Warehouse_2,ID_24618
3.6,0.4,16729999.9,358366088.1,0.3,0.6,0.1,0.4,867.7,8511.7,26490.7,11762.6,13245.4,0.1,0.0006,0.3,73178.2,16050157.5,Warehouse_6,ID_24620
4.6,0.5,16729999.4,270353299.9,0.3,2.7,0.1,0.7,1754.9,17216.0,38241.6,22107.1,19120.8,0.1,0.004,1.0,141368.0,49383093.3,Warehouse_6,ID_24621
4.7,0.4,16729999.9,200263384.1,0.4,1.2,0.1,0.7,1736.0,17029.8,37990.3,22451.6,18995.1,0.1,0.0018,0.3,105350.7,26555740.0,Warehouse_8,ID_24622
3.8,0.4,16729999.7,319617595.6,0.3,0.8,0.1,0.5,1225.3,12019.9,31226.8,14786.9,15613.4,0.1,0.001,0.3,104516.4,23478105.4,Warehouse_8,ID_24627
4.1,0.4,16729999.8,437302087.6,0.3,0.4,0.1,0.5,1146.8,11249.8,30187.2,15649.2,15093.6,0.1,0.0004,0.2,91862.0,13821654.4,Warehouse_5,ID_24633
4.3,0.4,16730000.3,342665381.6,0.4,3.7,0.2,0.6,1681.1,16492.0,37264.2,19997.4,18632.1,0.1,0.0056,1.8,101248.7,20794743.6,Warehouse_3,ID_24634
4.0,0.4,16729999.9,256420565.2,0.4,0.8,0.2,0.6,1550.4,15209.7,35533.1,17825.9,17766.6,0.2,0.0013,0.3,108336.2,24768970.5,Warehouse_1,ID_24638
3.7,0.4,16729999.3,293064136.1,0.5,2.0,0.2,0.7,1695.1,16629.0,37449.1,17541.6,18724.6,0.2,0.0036,0.8,129313.9,55297923.7,Warehouse_3,ID_24643
3.5,0.3,16730001.0,309734655.4,0.4,1.2,0.1,0.4,1045.8,10259.5,28850.3,12782.6,14425.2,0.1,0.0014,0.5,66615.1,28562740.5,Warehouse_8,ID_24646
4.0,0.4,16730000.4,469705589.1,0.3,2.8,0.1,0.6,1465.1,14373.1,34403.7,17067.0,17201.8,0.1,0.004,1.7,120384.4,21049201.3,Warehouse_1,ID_24650
3.7,0.3,16730000.5,313361315.5,0.3,1.1,0.1,0.4,902.9,8857.8,26958.0,12420.9,13479.0,0.1,0.0011,0.5,54840.2,22035537.4,Warehouse_5,ID_24664
4.0,0.4,16729999.6,298829902.4,0.5,1.7,0.2,0.8,1971.4,19339.1,41107.8,20724.7,20553.9,0.2,0.0034,0.7,154881.2,57537668.4,Warehouse_6,ID_24690
3.9,0.4,16730000.4,298097811.6,0.3,3.1,0.1,0.4,1062.2,10420.5,29067.7,14058.6,14533.9,0.1,0.0033,1.2,85020.2,32549139.8,Warehouse_4,ID_24695
4.5,0.5,16730000.0,357482065.4,0.3,1.3,0.1,0.6,1567.8,15380.1,35763.1,20041.4,17881.6,0.1,0.0018,0.6,127163.3,38974941.2,Warehouse_1,ID_24709
4.0,0.4,16730000.8,452474005.2,0.3,3.2,0.1,0.5,1405.6,13789.4,33615.7,16646.5,16807.8,0.1,0.0044,1.9,108792.9,5397821.6,Warehouse_5,ID_24716
3.8,0.4,16729999.7,376230619.6,0.3,0.5,0.1,0.5,1206.8,11838.8,30982.3,14567.2,15491.2,0.1,0.0007,0.3,102599.4,18880762.0,Warehouse_5,ID_24770
4.3,0.4,16729999.9,411976684.4,0.3,1.1,0.1,0.5,1304.5,12797.3,32276.4,17443.3,16138.2,0.1,0.0014,0.6,103060.0,34136841.4,Warehouse_8,ID_24771
3.0,0.3,16729999.4,434535627.9,0.4,2.6,0.1,0.4,997.7,9787.7,28213.4,10730.0,14106.7,0.1,0.0033,1.6,65674.6,24223852.0,Warehouse_1,ID_24778
4.7,0.5,16730000.3,343471047.4,0.4,1.3,0.2,0.9,2109.8,20697.6,42941.7,25226.7,21470.9,0.2,0.0024,0.6,166756.3,50565484.5,Warehouse_6,ID_24784
3.8,0.4,16729999.7,379423481.1,0.3,0.7,0.1,0.4,946.6,9286.2,27536.4,13045.7,13768.2,0.1,0.0007,0.4,69832.1,18795438.1,Warehouse_1,ID_24785
4.7,0.5,16730001.4,451871474.4,0.3,0.9,0.1,0.7,1664.3,16326.6,37040.9,21964.8,18520.5,0.1,0.0012,0.5,129664.0,36010197.8,Warehouse_6,ID_24787
4.3,0.5,16729999.6,277902556.5,0.4,1.5,0.2,0.9,2215.2,21730.9,44336.7,24053.8,22168.3,0.2,0.0032,0.6,188879.6,54941722.8,Warehouse_2,ID_24795
4.0,0.4,16730000.7,270271217.0,0.3,1.3,0.1,0.5,1327.2,13020.0,32577.0,16267.7,16288.5,0.1,0.0018,0.5,113113.3,31998940.7,Warehouse_3,ID_24808
4.8,0.5,16729999.6,343110123.7,0.5,1.6,0.2,1.1,2833.5,27796.6,52525.5,31351.0,26262.7,0.2,0.0037,0.7,234116.0,72426951.5,Warehouse_4,ID_24820
3.9,0.4,16729999.6,322603343.3,0.3,0.3,0.1,0.5,1210.8,11877.6,31034.7,14967.1,15517.3,0.1,0.0004,0.1,97580.2,9625648.3,Warehouse_4,ID_24821
3.8,0.4,16730000.4,401036996.9,0.4,2.3,0.2,0.6,1562.6,15329.6,35694.9,16956.6,17847.4,0.2,0.0037,1.2,112792.0,48736098.1,Warehouse_6,ID_24850
3.0,0.3,16730000.0,375677023.2,0.4,2.8,0.1,0.4,926.2,9086.4,27266.6,10158.2,13633.3,0.1,0.0034,1.5,62841.0,27180910.5,Warehouse_8,ID_24857
4.3,0.4,16729998.4,337098795.4,0.3,1.6,0.1,0.5,1179.5,11571.3,30621.2,16408.8,15310.6,0.1,0.0017,0.7,80907.8,32508422.0,Warehouse_6,ID_24864
3.5,0.4,16729998.3,407558910.8,0.5,2.7,0.2,0.6,1541.1,15118.7,35410.2,15520.6,17705.1,0.2,0.0046,1.5,114623.5,40059668.2,Warehouse_8,ID_24889
3.8,0.3,16729999.8,393039501.5,0.4,0.4,0.1,0.4,944.8,9268.8,27512.9,13208.6,13756.5,0.1,0.0004,0.2,43144.3,11604991.4,Warehouse_3,ID_24896
3.4,0.4,16730001.4,422658163.1,0.3,0.7,0.1,0.4,886.6,8697.3,26741.4,11431.8,13370.7,0.1,0.0008,0.4,68442.8,22167592.6,Warehouse_7,ID_24897
3.4,0.4,16729998.6,327381470.2,0.3,1.9,0.1,0.4,920.2,9027.6,27187.3,11485.0,13593.6,0.1,0.0021,0.9,72303.5,33701124.5,Warehouse_2,ID_24908
3.5,0.4,16730000.3,417140071.4,0.3,0.2,0.1,0.4,911.1,8938.2,27066.6,11892.2,13533.3,0.1,0.0002,0.1,73913.8,7993353.4,Warehouse_8,ID_24920
4.2,0.4,16730000.3,374009731.0,0.5,3.1,0.2,0.9,2232.4,21900.0,44565.0,23382.8,22282.5,0.2,0.0064,1.6,167207.6,46675860.9,Warehouse_7,ID_24922
4.0,0.4,16729999.4,412374375.6,0.5,0.6,0.2,0.7,1768.7,17351.1,38424.0,19097.1,19212.0,0.2,0.001,0.3,134307.9,31450043.1,Warehouse_7,ID_24938
3.6,0.4,16730001.3,288885159.9,0.3,3.8,0.1,0.4,1103.4,10824.4,29613.0,13326.9,14806.5,0.1,0.0045,1.5,82052.0,27349761.4,Warehouse_1,ID_24963
4.4,0.4,16730000.3,337986551.8,0.4,2.8,0.2,0.8,2106.3,20662.8,42894.7,23800.5,21447.4,0.2,0.0052,1.3,158084.5,56552262.8,Warehouse_3,ID_24970
3.7,0.4,16729999.5,336749197.6,0.4,0.9,0.1,0.5,1220.0,11967.9,31156.7,14567.4,15578.3,0.1,0.0012,0.4,90076.3,27262459.7,Warehouse_4,ID_24974
5.9,0.5,16730001.3,337183006.2,0.5,1.9,0.2,1.4,3610.5,35418.8,62815.4,46105.8,31407.7,0.2,0.0047,0.8,249883.4,80005413.2,Warehouse_1,ID_24983
4.2,0.3,16730000.6,483597278.0,0.3,0.7,0.1,0.4,1024.3,10048.0,28564.8,14860.2,14282.4,0.1,0.0007,0.5,62675.0,22079011.0,Warehouse_6,ID_24999
5.4,0.5,16730000.5,347201078.4,0.3,1.5,0.2,1.0,2390.7,23452.7,46661.1,31422.8,23330.6,0.2,0.0027,0.7,192545.0,54098800.8,Warehouse_6,ID_25015
3.7,0.4,16730000.1,523274680.3,0.5,2.3,0.2,0.7,1847.3,18121.9,39464.5,18402.2,19732.3,0.2,0.0045,1.6,152927.3,38376303.8,Warehouse_1,ID_25022
3.7,0.4,16730000.0,366462620.7,0.3,1.9,0.1,0.4,1061.7,10415.1,29060.4,13559.5,14530.2,0.1,0.0021,0.9,75660.6,35749153.7,Warehouse_6,ID_25032
5.0,0.5,16730000.1,307980744.8,0.5,1.9,0.2,1.2,3058.7,30006.1,55508.3,34713.2,27754.1,0.2,0.0046,0.7,261453.0,76818309.1,Warehouse_5,ID_25053
3.9,0.4,16729999.6,336884007.3,0.4,0.7,0.2,0.6,1571.3,15414.8,35810.0,17619.1,17905.0,0.2,0.0012,0.3,115090.8,29159084.3,Warehouse_7,ID_25057
4.5,0.4,16730000.3,435232863.7,0.4,2.9,0.2,0.7,1882.5,18467.3,39930.9,22661.0,19965.4,0.2,0.0048,1.8,110351.5,21679895.2,Warehouse_4,ID_25059
4.4,0.4,16730000.4,338135586.5,0.5,0.5,0.2,0.9,2092.6,20528.5,42713.4,23437.8,21356.7,0.2,0.001,0.2,146422.7,26520929.3,Warehouse_6,ID_25063
5.0,0.4,16729999.2,418817752.4,0.4,1.7,0.2,0.9,2123.5,20831.6,43122.7,27041.7,21561.4,0.2,0.0029,0.9,140072.8,55175180.6,Warehouse_2,ID_25065
4.7,0.4,16729998.7,243726340.2,0.4,2.1,0.2,0.8,2015.9,19776.0,41697.7,24580.7,20848.8,0.2,0.0036,0.7,150340.7,50408155.6,Warehouse_8,ID_25075
3.8,0.4,16729999.3,294449384.0,0.5,3.6,0.2,0.7,1946.1,19091.7,40773.8,19451.9,20386.9,0.2,0.0071,1.4,158396.5,52479132.8,Warehouse_7,ID_25082
3.5,0.4,16729999.8,285256770.1,0.3,1.7,0.1,0.4,885.0,8681.7,26720.2,11611.9,13360.1,0.1,0.0017,0.7,74519.9,28961458.6,Warehouse_8,ID_25084
3.5,0.4,16729999.6,538135740.3,0.3,2.4,0.1,0.3,816.7,8011.5,25815.5,11246.1,12907.8,0.1,0.0022,1.8,59584.7,10703922.5,Warehouse_2,ID_25097
4.0,0.4,16730000.5,364207326.0,0.4,2.3,0.2,0.7,1654.1,16226.6,36905.9,18467.9,18452.9,0.2,0.0038,1.1,139108.4,52801527.3,Warehouse_4,ID_25101
3.6,0.3,16729998.8,343144839.5,0.3,3.5,0.1,0.4,973.9,9553.5,27897.2,12533.2,13948.6,0.1,0.0037,1.7,60369.8,16038133.4,Warehouse_1,ID_25137
4.1,0.4,16730000.9,222962711.8,0.3,2.6,0.1,0.5,1230.2,12067.8,31291.5,15921.3,15645.7,0.1,0.0031,0.8,90024.6,36565897.9,Warehouse_5,ID_25144
3.7,0.4,16730001.2,500622157.8,0.4,2.2,0.1,0.5,1373.7,13476.2,33192.9,15479.3,16596.5,0.1,0.0032,1.5,104665.4,35765219.5,Warehouse_3,ID_25154
3.9,0.4,16729999.4,223013337.0,0.4,2.8,0.2,0.6,1660.5,16289.7,36991.1,18065.2,18495.6,0.2,0.0047,0.9,113088.0,51796636.8,Warehouse_1,ID_25157
3.4,0.3,16730000.0,411268260.6,0.3,2.9,0.1,0.3,805.7,7904.3,25670.8,10889.9,12835.4,0.1,0.0027,1.7,55086.3,15337540.4,Warehouse_6,ID_25162
4.2,0.4,16730000.6,473504756.1,0.3,2.7,0.2,0.6,1606.0,15755.0,36269.2,18915.2,18134.6,0.1,0.004,1.7,132152.3,27189290.9,Warehouse_1,ID_25163
5.0,0.5,16729999.2,400310663.4,0.4,2.1,0.2,0.9,2374.2,23290.6,46442.3,29286.6,23221.1,0.2,0.004,1.1,169900.0,60768219.5,Warehouse_2,ID_25167
4.5,0.4,16729999.7,307503261.5,0.3,3.2,0.1,0.7,1726.2,16934.4,37861.4,21265.0,18930.7,0.1,0.0047,1.3,128914.2,44753891.2,Warehouse_1,ID_25169
3.9,0.3,16730000.0,420920948.4,0.3,0.9,0.1,0.4,1032.5,10128.7,28673.8,13988.1,14336.9,0.1,0.0009,0.5,67243.4,25305815.8,Warehouse_4,ID_25172
5.0,0.5,16730000.5,417996184.2,0.3,0.7,0.2,0.8,1832.4,17975.9,39267.5,24337.4,19633.8,0.2,0.0011,0.4,143468.7,32166985.5,Warehouse_3,ID_25179
5.7,0.5,16730001.3,384549726.1,0.4,2.0,0.2,1.3,3233.9,31724.9,57828.6,41085.5,28914.3,0.2,0.0046,1.0,240975.7,76380259.2,Warehouse_3,ID_25181
4.2,0.4,16729999.7,365590491.0,0.3,0.7,0.1,0.5,1146.1,11243.0,30178.0,15800.4,15089.0,0.1,0.0008,0.4,93496.7,21387392.5,Warehouse_2,ID_25184
2.7,0.3,16730000.0,328878180.8,0.5,2.8,0.1,0.4,995.6,9766.6,28184.9,9543.1,14092.5,0.1,0.0041,1.3,76710.4,39038118.0,Warehouse_8,ID_25249
3.9,0.4,16730000.1,316636680.6,0.5,1.8,0.2,0.8,1960.2,19229.6,40960.0,19841.0,20480.0,0.2,0.0037,0.8,160662.9,62187206.2,Warehouse_7,ID_25272
3.8,0.3,16730000.0,498677167.3,0.3,0.7,0.1,0.3,774.4,7596.5,25255.3,11846.0,12627.6,0.1,0.0006,0.5,47689.7,18808784.6,Warehouse_6,ID_25273
3.3,0.3,16730000.3,221121114.1,0.3,3.3,0.1,0.3,858.8,8424.7,26373.3,10995.9,13186.7,0.1,0.0033,1.0,51396.8,30066701.2,Warehouse_2,ID_25276
4.7,0.4,16729999.1,343580538.8,0.3,1.5,0.1,0.5,1283.5,12590.7,31997.4,18637.7,15998.7,0.1,0.0016,0.7,83028.6,31941396.8,Warehouse_5,ID_25280
